LINC01056,Cryptorchidism,Highthroughput studies
LINC01056,Unexplained infertility,Highthroughput studies
PDCD6IP,Teratozoospermia,Highthroughput studies
PDCD6IP,Cryptorchidism,Highthroughput studies
RNU6ATAC,Cryptorchidism,Highthroughput studies
PDCD6,Teratozoospermia,Highthroughput studies
PDCD6,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
PDCD6,Cryptorchidism,Highthroughput studies
PDCD6,Hypospermatogenesis,Highthroughput studies
PEG3-AS1,Teratozoospermia,Highthroughput studies
BCL2L10,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
BCL2L11,Teratozoospermia,Highthroughput studies
MIR1224,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR1224,Cryptorchidism,Highthroughput studies
TOMM6,Teratozoospermia,Highthroughput studies
HECTD2-AS1,Cryptorchidism,Highthroughput studies
DCTN1-AS1,Teratozoospermia,Highthroughput studies
SH2B3,Teratozoospermia,Highthroughput studies
LNK,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
TPT1-AS1,Teratozoospermia,Highthroughput studies
TPT1-AS1,Cryptorchidism,Highthroughput studies
C5orf52,Non obstructive azoospermia,Highthroughput studies
C5orf52,Non obstructive azoospermia, Sertoli cell only syndrome,Highthroughput studies
FLJ16779,Cryptorchidism,Highthroughput studies
CDH4,Cryptorchidism,Highthroughput studies
CDH4,Spermatogenic defects,Highthroughput studies
GNE,Teratozoospermia,Highthroughput studies
GNE,Cryptorchidism,Highthroughput studies
HCN4,Cryptorchidism,Highthroughput studies
LINC00704,Cryptorchidism,Highthroughput studies
FAR2P2,Spermatogenic defects,Highthroughput studies
LOC100233156,Teratozoospermia,Highthroughput studies
TROAP,Teratozoospermia,Highthroughput studies
TROAP,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
THRAP5,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
MED16,Male factor infertility,Highthroughput studies
MED16,Cryptorchidism,Highthroughput studies
PIGK,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
CASC11,Teratozoospermia,Highthroughput studies
LOC100271831,Cryptorchidism,Highthroughput studies
LIMS3-LOC440895,Spermatogenic defects,Highthroughput studies
SMG1P3,Cryptorchidism,Highthroughput studies
AIRN,Unexplained infertility,Highthroughput studies
RASA4B,Unexplained infertility,Highthroughput studies
LOC100272217,Teratozoospermia,Highthroughput studies
LOC100287413,Teratozoospermia,Highthroughput studies
ADPGK-AS1,Unexplained infertility,Highthroughput studies
LOC100287728,Non obstructive azoospermia,Highthroughput studies
LOC100287728,Teratozoospermia,Highthroughput studies
LOC100287728,Non obstructive azoospermia, Sertoli cell only syndrome,Highthroughput studies
LOC100287728,Non obstructive azoospermia, Sertoli cell only syndrome,Highthroughput studies
GS1-279B7.1,Teratozoospermia,Highthroughput studies
NBPF20,Teratozoospermia,Highthroughput studies
LOC100288142,Unexplained infertility,Highthroughput studies
NPIPA5,Cryptorchidism,Highthroughput studies
REXO1L2P,Cryptorchidism,Highthroughput studies
LOC100288590,Teratozoospermia,Highthroughput studies
LIMS4,Teratozoospermia,Highthroughput studies
FAR2P3,Teratozoospermia,Highthroughput studies
TSPY10,Cryptorchidism,Highthroughput studies
TSPY10,Teratozoospermia,Highthroughput studies
LOC100289090,Teratozoospermia,Highthroughput studies
FAM27E2,Teratozoospermia,Highthroughput studies
GS1-259H13.2,Teratozoospermia,Highthroughput studies
LINC00624,Unexplained infertility,Highthroughput studies
LINC00675,Teratozoospermia,Highthroughput studies
MCF2L-AS1,Teratozoospermia,Highthroughput studies
LOC100294033,Teratozoospermia,Highthroughput studies
CDH5,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
CDH5,Cryptorchidism,Highthroughput studies
MIR1468,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR1276,Cryptorchidism,Highthroughput studies
MIR1275,Oligoasthenozoospermia,Highthroughput studies
MIR1182,Teratozoospermia,Highthroughput studies
MIR1182,Cryptorchidism,Highthroughput studies
MIR1914,Cryptorchidism,Highthroughput studies
MIR1246,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR1248,Teratozoospermia,Highthroughput studies
MIR1247,Cryptorchidism,Highthroughput studies
MIR548N,Cryptorchidism,Highthroughput studies
MIR1298,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR1256,Cryptorchidism,Highthroughput studies
MIR1229,Cryptorchidism,Highthroughput studies
MIR1185-1,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR548F3,Cryptorchidism,Highthroughput studies
MIR1322,Unexplained infertility,Highthroughput studies
MIR1299,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR1299,Oligoasthenozoospermia,Highthroughput studies
MIR1299,Unexplained asthenozoospermia,Highthroughput studies
MIR1295A,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR1977,Cryptorchidism,Highthroughput studies
MIR548F1,Cryptorchidism,Highthroughput studies
MIR548F1,Unexplained infertility,Highthroughput studies
MIR1234,Cryptorchidism,Highthroughput studies
MIR1234,Spermatogenic failure,Highthroughput studies
MIR1306,Teratozoospermia,Highthroughput studies
MIR1306,Oligoasthenozoospermia,Highthroughput studies
MIR1228,Cryptorchidism,Highthroughput studies
MIR1228,Oligoasthenozoospermia,Highthroughput studies
MIR1185-2,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR1285-1,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR1911,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR2053,Unexplained infertility,Highthroughput studies
miR-1302,Male infertility,Validated
miR-1302,Male infertility,Validated
miR-1302,Male infertility,Validated
MIR1250,Unexplained infertility,Highthroughput studies
MIR1268A,Spermatogenic failure,Highthroughput studies
MIR1281,Spermatogenic failure,Highthroughput studies
MIR103B1,Asthenozoospemia,Highthroughput studies
MIR548F5,Cryptorchidism,Highthroughput studies
MIR1304,Teratozoospermia,Highthroughput studies
MIR1236,Teratozoospermia,Highthroughput studies
MIR1197,Cryptorchidism,Highthroughput studies
MIR1282,Teratozoospermia,Highthroughput studies
MIR1323,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR1323,Spermatogenic failure,Highthroughput studies
MIR1908,Cryptorchidism,Highthroughput studies
MIR1908,Unexplained infertility,Highthroughput studies
MIR1283-1,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR1237,Cryptorchidism,Highthroughput studies
MIR103B2,Asthenozoospemia,Highthroughput studies
MIR548H3,Cryptorchidism,Highthroughput studies
MIR1973,Oligoasthenozoospermia,Highthroughput studies
LINC00882,Unexplained infertility,Highthroughput studies
GPR75-ASB3,Teratozoospermia,Highthroughput studies
GPR75-ASB3,Cryptorchidism,Highthroughput studies
FTX,Cryptorchidism,Highthroughput studies
TMED7-TICAM2,Teratozoospermia,Highthroughput studies
TSNAX-DISC1,Teratozoospermia,Highthroughput studies
TSNAX-DISC1,Cryptorchidism,Highthroughput studies
TSNAX-DISC1,Unexplained infertility,Highthroughput studies
ZEB2-AS1,Unexplained infertility,Highthroughput studies
SLC25A5-AS1,Teratozoospermia,Highthroughput studies
SLC25A5-AS1,Male factor infertility,Highthroughput studies
PET117,Teratozoospermia,Highthroughput studies
PITPNA-AS1,Teratozoospermia,Highthroughput studies
OTX2-AS1,Cryptorchidism,Highthroughput studies
LOC100310782,Cryptorchidism,Highthroughput studies
ANKRD61,Non obstructive azoospermia,Highthroughput studies
MIR320B2,Asthenozoospemia,Highthroughput studies
MIR663B,Cryptorchidism,Highthroughput studies
MIR548O,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR762,Cryptorchidism,Highthroughput studies
MIR762,Oligoasthenozoospermia,Highthroughput studies
MIR2115,Oligoasthenozoospermia,Highthroughput studies
MIR548H4,Cryptorchidism,Highthroughput studies
MIR320D1,Oligoasthenozoospermia,Highthroughput studies
MIR449C,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
SAP25,Cryptorchidism,Highthroughput studies
LOC100322895,Cryptorchidism,Highthroughput studies
CHAF1A,Cryptorchidism,Highthroughput studies
CHAF1A,Spermatogenic defects,Highthroughput studies
MACROD2-AS1,Teratozoospermia,Highthroughput studies
LOC100379224,Cryptorchidism,Highthroughput studies
BOK-AS1,Cryptorchidism,Highthroughput studies
SNORA70E,Cryptorchidism,Highthroughput studies
MIR181A2HG,Teratozoospermia,Highthroughput studies
GRIK1-AS2,Teratozoospermia,Highthroughput studies
PARP-2,Azoospermia, meiotic arrest,Validated
PARP2,Associated with sperm cell apoptosis,Validated
PARP2,Contributes to the fidelity of male meiosis I and spermiogenesis,Validated
PARP2,Teratozoospermia,Highthroughput studies
PARP2,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
PARP3,Teratozoospermia,Highthroughput studies
PARP3,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
CDH6,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
TOM1L1,Teratozoospermia,Highthroughput studies
TOM1L1,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
TOM1L1,Spermatogenic defects,Highthroughput studies
LOC100419741,Teratozoospermia,Highthroughput studies
HMGXB4,Teratozoospermia,Highthroughput studies
HMGXB4,Teratozoospermia,Highthroughput studies
LOC100420758,Teratozoospermia,Highthroughput studies
LOC100421494,Spermatogenic defects,Highthroughput studies
LOC100422212,Teratozoospermia,Highthroughput studies
MIR1273C,Hypospadias,Highthroughput studies
MIR1233-2,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR4306,Oligoasthenozoospermia,Highthroughput studies
MIR3180-1,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR3154,Asthenozoospemia,Highthroughput studies
MIR3154,Oligoasthenozoospermia,Highthroughput studies
MIR3158-1,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR2861,Asthenozoospemia,Highthroughput studies
MIR320E,Asthenozoospemia,Highthroughput studies
MIR320E,Oligoasthenozoospermia,Highthroughput studies
MIR3149,Oligoasthenozoospermia,Highthroughput studies
MIR4326,Unexplained asthenozoospermia,Highthroughput studies
MIR4284,Oligoasthenozoospermia,Highthroughput studies
MIR4290,Asthenozoospemia,Highthroughput studies
MIR4312,Asthenozoospemia,Highthroughput studies
MIR4324,Asthenozoospemia,Highthroughput studies
MIR4286,Oligoasthenozoospermia,Highthroughput studies
MIR4286,Asthenozoospemia,Highthroughput studies
MIR3159,Asthenozoospemia,Highthroughput studies
MIR4298,Oligoasthenozoospermia,Highthroughput studies
MIR4298,Asthenozoospemia,Highthroughput studies
MIR4298,Oligoasthenozoospermia,Highthroughput studies
MIR4299,Oligoasthenozoospermia,Highthroughput studies
MIR4313,Asthenozoospemia,Highthroughput studies
IGLL5,Teratozoospermia,Highthroughput studies
IGLL5,Teratozoospermia,Highthroughput studies
TOM1,Teratozoospermia,Highthroughput studies
SH2D3C,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
SH2D3C,Cryptorchidism,Highthroughput studies
SH2D3A,Cryptorchidism,Highthroughput studies
SH2D3A,Spermatogenic defects,Highthroughput studies
MAMLD1,Hypospadias,Validated
MAMLD1,Hypospermatogenesis,Highthroughput studies
MAMLD1,Hypospadias,Validated
CST8,Role in sperm development and maturation,Validated
CST8,Teratozoospermia,Highthroughput studies
CST8,Hypospermatogenesis,Highthroughput studies
CST8,Spermatogenic defects,Highthroughput studies
CST8,Spermatogenic defects,Highthroughput studies
RANBP9,Associated with human spermatogenesis,Validated
RANBP9,Plays a role in alternative splicing which is critical for male germ cell development and male infertility,Validated
RANBP9,Essential for mouse spermatogenesis and oogenesis,Validated
RANBP9,Teratozoospermia,Highthroughput studies
RANBP9,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
RANBP9,Spermatogenic defects,Highthroughput studies
RANBP9,Spermatogenic defects,Highthroughput studies
RANBP9,Unexplained infertility,Highthroughput studies
DNAJB6,Role in spermiogenesis,Validated
DNAJB6,Teratozoospermia,Highthroughput studies
LINC00987,Male factor infertility,Highthroughput studies
LINC00674,Unexplained infertility,Highthroughput studies
CCDC180,Teratozoospermia,Highthroughput studies
CDH7,Teratozoospermia,Highthroughput studies
CDH7,Aberrant CpGs in Low Motility Sperm,Highthroughput studies
MIR3654,Teratozoospermia,Highthroughput studies
MIR3917,Teratozoospermia,Highthroughput studies
MIR3917,Asthenozoospemia,Highthroughput studies
MIR3620,Teratozoospermia,Highthroughput studies
MIR3609,Unexplained asthenozoospermia,Highthroughput studies
MIR3609,Oligoasthenozoospermia,Highthroughput studies
MIR3614,Asthenozoospemia,Highthroughput studies
MIR3656,Teratozoospermia,Highthroughput studies
MIR3652,Teratozoospermia,Highthroughput studies
MIR3615,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR3682,Asthenozoospemia,Highthroughput studies
MIR3934,Teratozoospermia,Highthroughput studies
MIR3675,Oligoasthenozoospermia,Highthroughput studies
MIR3679,Asthenozoospemia,Highthroughput studies
MIR3679,Oligoasthenozoospermia,Highthroughput studies
MIR3925,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR3940,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR3663,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR3150B,Cryptorchidism, Obstructive azoospermia, Male infertility,Highthroughput studies
MIR3613,Asthenozoospemia,Highthroughput studies
MIR3180-5,Unexplained infertility,Highthroughput studies
IQCJ-SCHIP1,Unexplained infertility,Highthroughput studies
LINC01539,Teratozoospermia,Highthroughput studies
LOC100505478,Teratozoospermia,Highthroughput studies
LOC100505498,Teratozoospermia,Highthroughput studies
SLIT1-AS1,Teratozoospermia,Highthroughput studies
LOC100505555,Teratozoospermia,Highthroughput studies
LINC00672,Teratozoospermia,Highthroughput studies
LOC100505609,Teratozoospermia,Highthroughput studies
